Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
L 'Acquolina,8 avis ,Italienne,Nº 1 498 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
La Table d’Ambre,6 avis ,Française,Nº 1 499 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.751338958740234,4.830699920654297,69002  Lyon  
Nuage Cafe,57 avis ,no information,Nº 1 500 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Pho 69,44 avis ,Vietnamienne,Nº 1 501 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
Le Bistrot Fait Sa Broc,9 avis ,no information,Nº 1 502 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Autour d'un Verre,103 avis ,Espagnole  Bar à vins,Nº 1 504 sur 3 057 Restaurants à Lyon,3.5 ,no,no,Bar à vins,45.76485824584961,4.833683013916016,69001  Lyon  
Le Palais d'Or,71 avis ,Chinoise,Nº 1 504 sur 3 058 Restaurants à Lyon,3.5 ,no,no,11 € -17 €,45.76849365234375,4.85646390914917,69006  Lyon  
Cousbox,34 avis ,Végétariens bienvenus  Choix végétaliens,Nº 1 505 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,5 € -9 €,45.76654815673828,4.83282995223999,69001  Lyon  
Royal Kahn's Tandoori,7 avis ,Indienne  Moyen-Orient  Pakistanaise,Nº 1 506 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
Café Dupont,6 avis ,Française  Bar à bières  Bar,Nº 1 507 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,9 € -27 €,45.76527786254883,4.827816963195801,69005  Lyon  
L'esprit Bistrot Monplaisir,134 avis ,Française  Internationale,Nº 1 508 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.743133544921875,4.870071887969971,69008  Lyon  
WOKO Vaise,25 avis ,Chinoise  Restauration rapide  Asiatique,Nº 1 509 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,7 € -10 €,45.788482666015625,4.814927101135254,69009  Lyon  
Le Ketje,5 avis ,no information,Nº 1 510 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.769168853759766,4.805832862854004,69009  Lyon  
Le Bar Bu,5 avis ,no information,Nº 1 511 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76569366455078,4.827927112579346,69005  Lyon  
Passionnement Truffes,99 avis ,Française,Nº 1 512 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Maison Hand,5 avis ,no information,Nº 1 513 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
La Cuisine de Lindouce,23 avis ,no information,Nº 1 514 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Spicy Tandoori,20 avis ,Moyen-Orient  Pakistanaise  Indienne,Nº 68 sur 203 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Point Nomme,9 avis ,Française,Nº 1 516 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,10 € -16 €,45.74732208251953,4.8246660232543945,69002  Lyon  
Boulanger des chartreux,12 avis ,Française,Nº 1 517 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
le Voxx,25 avis ,Européenne,Nº 1 518 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76629638671875,4.831736087799072,69001  Lyon  
La Tête dans le Local,6 avis ,Française  Bar à bières  Bar à vins,Nº 1 519 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,13 € -16 €,45.75284957885742,4.844709873199463,69007  Lyon  
Le Quai 9,14 avis ,Italienne  Café  Espagnole,Nº 1 520 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77445983886719,4.808450222015381,69009  Lyon  
Chez Pépé et Mémé,6 avis ,Française,Nº 1 521 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75132751464844,4.855055809020996,69003  Lyon  
La Balançoire,7 avis ,no information,Nº 1 522 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.756492614746094,4.84303092956543,69003  Lyon  
La Fonderie,6 avis ,Bar à bières  Bar  Pub,Nº 1 523 sur 3 058 Restaurants à Lyon,5.0 ,no,no,3 € -9 €,45.76337432861328,4.827271938323975,69005  Lyon  
Plein Sud,14 avis ,no information,Nº 1 524 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75132751464844,4.855055809020996,69003  Lyon  
Aux Trois Cochons - Le Pere Fillion,459 avis ,Française,Nº 1 525 sur 3 058 Restaurants à Lyon,3.0 ,no,no,17 € -22 €,45.75639343261719,4.833347797393799,69002  Lyon  
Café Canard,8 avis ,Française  Fusion,Nº 1 526 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -24 €,45.7546501159668,4.84443998336792,69003  Lyon  
Le Comptoir des Tartines,15 avis ,no information,Nº 1 527 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76191329956055,4.846983909606934,69003  Lyon  
Bagel Box Avenue,26 avis ,Américaine,Nº 1 528 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,3 € -10 €,45.76179122924805,4.851607799530029,69003  Lyon  
Le Moliere,7 avis ,Café,Nº 1 529 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76708984375,4.845279216766357,Lyon  
Miyako Sushi,10 avis ,no information,Nº 70 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
La Route des Pates,317 avis ,Italienne  Européenne  Plats sans gluten,Nº 1 531 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.761531829833984,4.832685947418213,69002  Lyon  
Restaurant Pourquoi Pas,95 avis ,Française  Plats sans gluten,Nº 1 533 sur 3 057 Restaurants à Lyon,3.5 ,yes,yes,11 € -36 €,45.764625549316406,4.841786861419678,69006  Lyon  
Eki,8 avis ,no information,Nº 71 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Moody's Dinner Club,26 avis ,no information,Nº 1 534 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Silk,22 avis ,Française,Nº 1 535 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.754425048828125,4.834312915802002,Lyon  
La Patrie Restaurant Brasserie,54 avis ,Française,Nº 1 536 sur 3 058 Restaurants à Lyon,3.5 ,yes,no,9 € -19 €,45.76192855834961,4.846171855926514,69003  Lyon  
Nakamal,17 avis ,no information,Nº 1 539 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.76829147338867,4.803615093231201,69009  Lyon  
Cousins cousines,94 avis ,Française,Nº 1 538 sur 3 058 Restaurants à Lyon,3.5 ,no,no,10 € -30 €,45.768184661865234,4.858717918395996,69006  Lyon  
Restaurant Sufy,11 avis ,no information,Nº 1 539 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75282287597656,4.8597588539123535,69003  Lyon  
Ikea,36 avis ,no information,Nº 16 sur 54 Restaurants à Saint-Priest,3.5 ,no,no,no information,45.72406768798828,4.929451942443848,Saint-Priest  Lyon  
Chez Nicolo,9 avis ,Italienne  Française,Nº 1 541 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.745304107666016,4.822752952575684,69002  Lyon  
Au Bon Temps,15 avis ,Française,Nº 1 542 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76605987548828,4.8321309089660645,69001  Lyon  
MOI,15 avis ,Café  Saine  Restauration rapide,Nº 1 543 sur 3 058 Restaurants à Lyon,4.0 ,no,no,5 € -15 €,45.76097869873047,4.836517810821533,69002  Lyon  
L'Aubrac,8 avis ,no information,Nº 1 544 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Hippolyte,10 avis ,no information,Nº 1 545 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76629638671875,4.831736087799072,69001  Lyon  
L'Esprit Bistrot Part-Dieu,16 avis ,no information,Nº 1 546 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
Loop's Pub,18 avis ,no information,Nº 72 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Fuxia,47 avis ,Italienne  Méditerranéenne  Européenne,Nº 1 548 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.760841369628906,4.834066867828369,Lyon  
EXKi Lyon République,10 avis ,Belge  Européenne,Nº 1 549 sur 3 058 Restaurants à Lyon,4.0 ,no,no,6 € -12 €,45.76485824584961,4.833683013916016,69002  Lyon  
Anticafe,13 avis ,no information,Nº 1 550 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Sempre Pizza Décines,7 avis ,Italienne  Pizza  Cuisine de rue (street food),Nº 18 sur 44 Restaurants à Decines-Charpieu,4.5 ,yes,yes,7 € -20 €,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
Le Grand Café de Genève,70 avis ,Française,Nº 1 552 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76708984375,4.845279216766357,69006  Lyon  
Le Grain D’ane,9 avis ,no information,Nº 73 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Bestway Tandoori,23 avis ,Indienne,Nº 14 sur 46 Restaurants à Bron,4.0 ,no,no,no information,45.746768951416016,4.904850006103516,69500 Bron  Lyon  
Amarine Saint Priest,442 avis ,Européenne  Française  Fruits de mer & Poisson,Nº 17 sur 54 Restaurants à Saint-Priest,3.0 ,no,yes,15 € -30 €,45.71573257446289,4.929206848144531,69800 Saint-Priest  Lyon  
Frites Alors,61 avis ,Canadienne,Nº 1 556 sur 3 058 Restaurants à Lyon,3.5 ,no,no,Canadienne,45.76654815673828,4.83282995223999,69001  Lyon  
Le Scorsese,27 avis ,no information,Nº 1 557 sur 3 058 Restaurants à Lyon,5.0 ,no,no,9 € -20 €,45.764625549316406,4.841786861419678,69006  Lyon  
Metro Kebab,8 avis ,no information,Nº 74 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Brasserie le Terminus,14 avis ,Européenne,Nº 1 559 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
Au Comptoir d'Alice,33 avis ,Française,Nº 1 560 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.774967193603516,4.847644805908203,69006  Lyon  
Croquant Feuille,6 avis ,no information,Nº 1 561 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Comptoir de l'Est,26 avis ,Française,Nº 1 562 sur 3 058 Restaurants à Lyon,3.5 ,no,no,20 € -50 €,45.768184661865234,4.858717918395996,69006  Lyon  
Le Comptoir Duquesne,10 avis ,Française,Nº 1 563 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,12 € -24 €,45.774967193603516,4.847644805908203,69006  Lyon  
Ma Cantine Chic,16 avis ,no information,Nº 1 564 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.7371711730957,4.83736515045166,69007  Lyon  
Café Bellecour,66 avis ,no information,Nº 1 565 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.7598876953125,4.830905914306641,69002  Lyon  
Les Enfants du Paradis,23 avis ,Française,Nº 1 566 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Nekoba,9 avis ,Japonaise  Sushi,Nº 1 567 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.74923324584961,4.838592052459717,69007  Lyon  
Ninie Cupcakes et Gourmandises,6 avis ,no information,Nº 1 568 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.769676208496094,4.8437042236328125,69006  Lyon  
Quartier Gabrielle Brasserie Restaurant,7 avis ,no information,Nº 1 569 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
Ibiza Café,15 avis ,Fruits de mer & Poisson  Méditerranéenne  Diner,Nº 1 570 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,8 € -22 €,45.77438735961914,4.830961227416992,69001  Lyon  
N'Cafe,36 avis ,no information,Nº 1 571 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.73283767700195,4.823273181915283,69363  Lyon  
Le Paddock,15 avis ,no information,Nº 1 572 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Au Bureau,139 avis ,Française  Végétariens bienvenus,Nº 1 573 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
L'Auberge de la Vallée,12 avis ,Française,Nº 7 sur 15 Restaurants à Francheville,4.0 ,no,no,no information,45.740516662597656,4.780288219451904,69340 Francheville  Lyon  
le Dekale,13 avis ,Pub,Nº 1 575 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
La Bonne Franquette,6 avis ,no information,Nº 75 sur 204 Restaurants à Villeurbanne,5.0 ,no,no,no information,45.779048919677734,4.874722957611084,69100 Villeurbanne  Lyon  
Katimavik,7 avis ,no information,Nº 1 577 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
L'autre monde,26 avis ,no information,Nº 1 578 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Bar de l'industrie,240 avis ,Française  Bar  Européenne,Nº 1 579 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.743133544921875,4.870071887969971,69008  Lyon  
Crêperie Beline,5 avis ,no information,Nº 1 580 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
eat SUSHI,75 avis ,Japonaise  Sushi,Nº 1 581 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.764625549316406,4.841786861419678,69002  Lyon  
Le Tout Va Bien,38 avis ,no information,Nº 76 sur 204 Restaurants à Villeurbanne,3.5 ,no,no,no information,45.77655029296875,4.862104892730713,69100 Villeurbanne  Lyon  
La Novita  Ristorante Pizzeria,13 avis ,Italienne  Pizza,Nº 1 583 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76827621459961,4.848260879516602,69006  Lyon  
Les Terrasses du Valdo,55 avis ,Française,Nº 1 584 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,11 € -30 €,45.740516662597656,4.780288219451904,69005  Lyon  
Le Jardin Interieur,8 avis ,no information,Nº 1 585 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
HIK-Haute Industrie Kulinaire,13 avis ,no information,Nº 77 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Le Chevreul,16 avis ,no information,Nº 1 587 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Restaurant Pizzeria Francesco,23 avis ,Pizza,Nº 1 588 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76148223876953,4.8498148918151855,69003  Lyon  
L'otarie,5 avis ,Française,Nº 1 589 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.75592041015625,4.83105993270874,69002  Lyon  
Le Nouveau Pavillon,20 avis ,Asiatique,Nº 1 590 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Delice,6 avis ,Traiteur  Cuisine de rue (street food),Nº 1 591 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Salmon Fish,17 avis ,Fruits de mer & Poisson,Nº 1 592 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Les Bobos,12 avis ,Italienne  Pizza,Nº 1 592 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Best Bagels Gambetta,12 avis ,Américaine,Nº 1 594 sur 3 058 Restaurants à Lyon,4.0 ,no,no,4 € -18 €,45.7567024230957,4.841903209686279,69007  Lyon  
Le Petit Glouton,348 avis ,Barbecue/Grillades  Française  Européenne,Nº 1 595 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Le Petit Kfe du Marche,6 avis ,no information,Nº 1 596 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.75627136230469,4.8627471923828125,69003  Lyon  
Focaccia by Rémy Coste,17 avis ,no information,Nº 1 597 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
Ck's Lounge,6 avis ,no information,Nº 1 598 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.745933532714844,4.82426118850708,69002  Lyon  
Best Bagels,13 avis ,no information,Nº 1 599 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Nouveau Hong Kong,15 avis ,Chinoise,Nº 1 600 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76968002319336,4.850240230560303,Lyon  
Campanile Lyon Est Bron Eurexpo,30 avis ,no information,Nº 15 sur 46 Restaurants à Bron,3.5 ,no,no,no information,45.726707458496094,4.926478862762451,69500 Bron  Lyon  
Dakota,5 avis ,Française  Américaine,Nº 1 602 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,8 € -15 €,45.75033950805664,4.8261260986328125,69002  Lyon  
Caviar Pour les Autres,26 avis ,Française,Nº 1 603 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Les Tournesols,27 avis ,Fruits de mer & Poisson  Française,Nº 1 604 sur 3 058 Restaurants à Lyon,3.5 ,yes,no,10 € -30 €,45.76829147338867,4.803615093231201,69009  Lyon  
Creperie Brettonne,5 avis ,Française  Café,Nº 1 605 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76266098022461,4.826900005340576,Lyon  
Un Sushi,36 avis ,Sushi,Nº 1 606 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Côté Balcon,6 avis ,Française  Bar  Café,Nº 10 sur 16 Restaurants à Limonest,4.5 ,no,no,no information,45.837669372558594,4.771520137786865,69760 Limonest  Lyon  
Steak'n Shake,103 avis ,Américaine  Amérique centrale  Végétariens bienvenus,Nº 1 608 sur 3 058 Restaurants à Lyon,3.5 ,no,yes,4 € -9 €,45.741241455078125,4.815425872802734,69002  Lyon  
Sambahia,90 avis ,Brésilienne  Sud-américaine,Nº 1 609 sur 3 058 Restaurants à Lyon,3.5 ,no,no,Brésilienne,45.759132385253906,4.823150157928467,69005  Lyon  
Les Pieds Dans le Plat,65 avis ,Française,Nº 1 610 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76527786254883,4.827816963195801,69005  Lyon  
La Criee,623 avis ,Française  Fruits de mer & Poisson  Méditerranéenne,Nº 1 611 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.741241455078125,4.815425872802734,69002  Lyon  
La Monella,17 avis ,Pizza,Nº 1 612 sur 3 058 Restaurants à Lyon,4.0 ,no,no,10 € -20 €,45.769676208496094,4.8437042236328125,69006  Lyon  
Le Venezia,65 avis ,Italienne  Pizza,Nº 1 613 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Sky Bar,15 avis ,no information,Nº 1 614 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76629638671875,4.831736087799072,69001  Lyon  
